frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase
127,3.537,26.449,37.8,17997,78498,0,17958,13743,0,0,43,30.00,16.50,18.00,84.9,idle_spawn
128,3.564,26.703,37.4,18015,78583,0,17976,13762,0,0,43,30.00,16.50,18.00,85.5,idle_spawn
129,3.590,26.513,37.7,18007,78548,0,17968,13756,0,0,43,30.00,16.50,18.00,86.2,idle_spawn
130,3.617,26.622,37.6,18017,78594,0,17978,13768,0,0,43,30.00,16.50,18.00,86.8,idle_spawn
131,3.644,32.576,30.7,18012,78566,0,17973,13766,0,0,43,30.00,16.50,18.00,87.4,idle_spawn
132,3.676,26.566,37.6,18018,78593,0,17979,13772,0,0,43,30.00,16.50,18.00,88.2,idle_spawn
133,3.703,26.385,37.9,18030,78654,0,17991,13785,0,0,43,30.00,16.50,18.00,88.9,idle_spawn
134,3.729,26.499,37.7,18008,78545,0,17969,13764,0,0,43,30.00,16.50,18.00,89.5,idle_spawn
135,3.756,26.757,37.4,17989,78450,0,17950,13745,0,0,43,30.00,16.50,18.00,90.1,idle_spawn
136,3.782,26.629,37.6,18013,78576,0,17974,13769,0,0,43,30.00,16.50,18.00,90.8,idle_spawn
137,3.809,26.793,37.3,18009,78565,0,17970,13768,0,0,43,30.00,16.50,18.00,91.4,idle_spawn
138,3.836,27.090,36.9,17981,78431,0,17942,13749,0,0,43,30.00,16.50,18.00,92.1,idle_spawn
139,3.863,32.660,30.6,17976,78410,0,17937,13748,0,0,43,30.00,16.50,18.00,92.7,idle_spawn
140,3.896,26.326,38.0,17962,78337,0,17923,13737,0,0,43,30.00,16.50,18.00,93.5,idle_spawn
141,3.922,26.077,38.3,17958,78311,0,17919,13733,0,0,43,30.00,16.50,18.00,94.1,idle_spawn
142,3.948,26.733,37.4,17949,78264,0,17910,13725,0,0,43,30.00,16.50,18.00,94.8,idle_spawn
143,3.975,26.576,37.6,17930,78168,0,17891,13708,0,0,43,30.00,16.50,18.00,95.4,idle_spawn
144,4.001,26.083,38.3,17919,78115,0,17880,13699,0,0,43,30.00,16.50,18.00,96.0,idle_spawn
145,4.027,26.423,37.8,17900,78018,0,17861,13681,0,0,43,30.00,16.50,18.00,96.7,idle_spawn
146,4.054,26.186,38.2,17873,77890,0,17834,13658,0,0,43,30.00,16.50,18.00,97.3,idle_spawn
147,4.080,32.683,30.6,17854,77795,0,17815,13642,0,0,43,30.00,16.50,18.00,97.9,idle_spawn
148,4.113,24.723,40.4,17830,77679,0,17791,13622,0,0,43,30.00,16.50,18.00,98.7,idle_spawn
149,4.137,24.508,40.8,17804,77551,0,17765,13598,0,0,43,30.00,16.50,18.00,99.3,idle_spawn
150,4.162,24.248,41.2,17782,77449,0,17743,13581,0,0,43,30.00,16.50,18.00,99.9,idle_spawn
151,4.186,24.303,41.1,17769,77389,0,17730,13570,0,0,43,30.00,16.50,18.00,100.5,idle_spawn
152,4.211,24.803,40.3,17758,77322,0,17719,13556,0,0,43,30.00,16.50,18.00,101.1,idle_spawn
153,4.235,24.421,40.9,17743,77231,0,17704,13537,0,0,43,30.00,16.50,18.00,101.6,idle_spawn
154,4.260,24.803,40.3,17716,77097,0,17677,13514,0,0,43,30.00,16.50,18.00,102.2,idle_spawn
155,4.285,30.765,32.5,17706,77044,0,17667,13507,0,0,43,30.00,16.50,18.00,102.8,idle_spawn
156,4.315,24.762,40.4,17673,76899,0,17634,13485,0,0,43,30.00,16.50,18.00,103.6,idle_spawn
157,4.340,24.963,40.1,17658,76826,0,17619,13472,0,0,43,30.00,16.50,18.00,104.2,idle_spawn
158,4.365,24.722,40.5,17638,76728,0,17599,13457,0,0,43,30.00,16.50,18.00,104.8,idle_spawn
159,4.390,24.876,40.2,17617,76624,0,17578,13440,0,0,43,30.00,16.50,18.00,105.4,idle_spawn
160,4.415,25.133,39.8,17602,76556,0,17563,13429,0,0,43,30.00,16.50,18.00,106.0,idle_spawn
161,4.440,24.430,40.9,17593,76521,0,17554,13424,0,0,43,30.00,16.50,18.00,106.6,idle_spawn
162,4.464,24.370,41.0,17585,76489,0,17546,13418,0,0,43,30.00,16.50,18.00,107.1,idle_spawn
163,4.489,30.881,32.4,17573,76448,0,17534,13410,0,0,43,30.00,16.50,18.00,107.7,idle_spawn
164,4.520,53.348,18.7,17562,76394,0,17523,13406,0,0,43,30.00,16.50,18.00,108.5,idle_spawn
165,4.573,29.270,34.2,17548,76331,0,17509,13399,0,0,43,30.00,16.50,18.00,109.8,idle_spawn
166,4.602,25.647,39.0,17542,76295,0,17503,13396,0,0,43,30.00,16.50,18.00,110.5,idle_spawn
167,4.628,27.243,36.7,17536,76266,0,17497,13394,0,0,43,30.00,16.50,18.00,111.1,idle_spawn
168,4.655,31.189,32.1,17535,76263,0,17496,13398,0,0,43,30.00,16.50,18.00,111.7,idle_spawn
169,4.686,34.193,29.2,17524,76213,0,17485,13392,0,0,43,30.00,16.50,18.00,112.5,idle_spawn
170,4.721,36.611,27.3,17515,76176,0,17476,13385,0,0,43,30.00,16.50,18.00,113.3,idle_spawn
171,4.757,24.458,40.9,17597,76567,0,17558,13467,0,0,43,30.00,16.50,18.00,114.2,idle_spawn
172,4.782,25.713,38.9,17592,76545,0,17553,13462,0,0,43,30.00,16.50,18.00,114.8,idle_spawn
173,4.807,32.023,31.2,17605,76621,0,17566,13481,0,0,43,30.00,16.50,18.00,115.4,idle_spawn
174,4.839,31.726,31.5,17624,76735,0,17585,13508,0,0,43,30.00,16.50,18.00,116.1,idle_spawn
175,4.871,29.099,34.4,17653,76883,0,17614,13540,0,0,43,30.00,16.50,18.00,116.9,idle_spawn
176,4.900,24.507,40.8,17680,77013,0,17641,13563,0,0,43,30.00,16.50,18.00,117.6,idle_spawn
177,4.925,30.520,32.8,17664,76942,0,17625,13556,0,0,43,30.00,16.50,18.00,118.2,idle_spawn
178,4.955,24.714,40.5,17675,76988,0,17636,13559,0,0,43,30.00,16.50,18.00,118.9,idle_spawn
179,4.980,24.859,40.2,17694,77076,0,17655,13574,0,0,43,30.00,16.50,18.00,119.5,idle_spawn
180,5.005,26.048,38.4,17695,77083,0,17656,13577,0,0,43,30.00,16.50,18.00,120.1,idle_spawn
181,5.031,28.890,34.6,17673,76976,0,17634,13558,0,0,43,30.00,16.50,18.00,120.7,idle_spawn
182,5.060,28.147,35.5,17642,76822,0,17603,13528,0,0,43,30.00,16.50,18.00,121.4,idle_spawn
183,5.088,25.058,39.9,17608,76656,0,17569,13498,0,0,43,30.00,16.50,18.00,122.1,idle_spawn
184,5.113,25.012,40.0,17573,76485,0,17534,13467,0,0,43,30.00,16.50,18.00,122.7,idle_spawn
185,5.138,31.048,32.2,17539,76316,0,17500,13434,0,0,43,30.00,16.50,18.00,123.3,idle_spawn
186,5.169,25.092,39.9,17508,76160,0,17469,13403,0,0,43,30.00,16.50,18.00,124.1,idle_spawn
187,5.194,25.080,39.9,17484,76038,0,17445,13379,0,0,43,30.00,16.50,18.00,124.7,idle_spawn
188,5.219,24.856,40.2,17450,75869,0,17411,13346,0,0,43,30.00,16.50,18.00,125.3,idle_spawn
189,5.244,25.584,39.1,17413,75685,0,17374,13310,0,0,43,30.00,16.50,18.00,125.9,idle_spawn
190,5.270,24.786,40.3,17405,75643,0,17366,13302,0,0,43,30.00,16.50,18.00,126.5,idle_spawn
191,5.295,24.972,40.0,17357,75407,0,17318,13258,0,0,43,30.00,16.50,18.00,127.1,idle_spawn
192,5.320,24.757,40.4,17331,75273,0,17292,13234,0,0,43,30.00,16.50,18.00,127.7,idle_spawn
193,5.344,37.526,26.6,17296,75107,0,17257,13205,0,0,43,30.00,16.50,18.00,128.3,idle_spawn
194,5.382,25.475,39.3,17252,74880,0,17213,13163,0,0,43,30.00,16.50,18.00,129.2,idle_spawn
195,5.407,24.508,40.8,17215,74707,0,17176,13132,0,0,43,30.00,16.50,18.00,129.8,idle_spawn
196,5.432,24.440,40.9,17188,74573,0,17149,13106,0,0,43,30.00,16.50,18.00,130.4,idle_spawn
197,5.456,24.712,40.5,17153,74378,0,17114,13066,0,0,43,30.00,16.50,18.00,131.0,idle_spawn
198,5.481,24.685,40.5,17132,74279,0,17093,13045,0,0,43,30.00,16.50,18.00,131.5,idle_spawn
199,5.506,24.624,40.6,17100,74121,0,17061,13015,0,0,43,30.00,16.50,18.00,132.1,idle_spawn
200,5.530,27.700,36.1,17077,74009,0,17038,12992,0,0,43,30.00,16.50,18.00,132.7,idle_spawn
201,5.558,30.562,32.7,17046,73853,0,17007,12960,0,0,43,30.00,16.50,18.00,133.4,idle_spawn
202,5.589,24.203,41.3,17021,73731,0,16982,12935,0,0,43,30.00,16.50,18.00,134.1,idle_spawn
203,5.613,23.986,41.7,17001,73632,0,16962,12916,0,0,43,30.00,16.50,18.00,134.7,idle_spawn
204,5.637,28.247,35.4,17007,73658,0,16968,12921,0,0,43,30.00,16.50,18.00,135.3,idle_spawn
205,5.665,32.516,30.8,17020,73726,0,16981,12934,0,0,43,30.00,16.50,18.00,136.0,idle_spawn
206,5.698,32.287,31.0,17041,73828,0,17002,12953,0,0,43,30.00,16.50,18.00,136.7,idle_spawn
207,5.730,24.742,40.4,17045,73841,0,17006,12956,0,0,43,30.00,16.50,18.00,137.5,idle_spawn
208,5.755,23.970,41.7,17049,73855,0,17010,12960,0,0,43,30.00,16.50,18.00,138.1,idle_spawn
209,5.779,29.925,33.4,17051,73861,0,17012,12961,0,0,43,30.00,16.50,18.00,138.7,idle_spawn
210,5.809,24.637,40.6,17052,73857,0,17013,12960,0,0,43,30.00,16.50,18.00,139.4,idle_spawn
211,5.833,25.229,39.6,17040,73794,0,17001,12948,0,0,43,30.00,16.50,18.00,140.0,idle_spawn
212,5.858,24.090,41.5,17041,73796,0,17002,12949,0,0,43,30.00,16.50,18.00,140.6,idle_spawn
213,5.882,24.286,41.2,17034,73757,0,16995,12941,0,0,43,30.00,16.50,18.00,141.2,idle_spawn
214,5.907,23.901,41.8,17025,73709,0,16986,12932,0,0,43,30.00,16.50,18.00,141.8,idle_spawn
215,5.931,23.882,41.9,17024,73700,0,16985,12930,0,0,43,30.00,16.50,18.00,142.3,idle_spawn
216,5.955,23.994,41.7,17030,73724,0,16991,12934,0,0,43,30.00,16.50,18.00,142.9,idle_spawn
217,5.979,24.108,41.5,16992,73543,0,16953,12902,0,0,43,30.00,16.50,18.00,143.5,idle_spawn
218,6.003,31.154,32.1,17007,73609,0,16968,12917,0,0,43,30.00,16.50,18.00,144.1,spin_360
