frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase,msTerrain,msObjects,msHUD,msSwap,colTested,colCulledDist,blkTested,blkAir,blkOccluded,blkFrustum,blkDrawn,dcBlocks,dcTrees,dcTorches,dcRuins,nTrees,nTorch,msTopScan
455,22.530,47.961,20.9,36399,126372,126372,36360,14320,36039,242,43,37.30,15.33,19.97,269.4,walk_forward,43.794,0.168,0.181,0.510,24900,13393,144532,71281,28358,29990,14903,14903,17387,88,364,11,44,0.015
456,22.578,45.012,22.2,36365,126243,126243,36326,14298,36018,242,43,37.49,15.33,20.04,269.4,walk_forward,43.739,0.171,0.166,0.554,24900,13415,144191,71169,28201,29939,14882,14882,17387,88,364,11,44,0.014
457,22.623,47.264,21.2,36340,126117,126117,36301,14271,35993,242,43,37.68,15.33,20.11,269.4,walk_forward,45.797,0.170,0.189,0.686,24900,13432,143918,71067,28095,29897,14859,14859,17387,86,364,11,43,0.011
458,22.670,45.475,22.0,36326,126094,126094,36287,14270,35991,230,43,37.86,15.33,20.18,269.4,walk_forward,43.866,0.163,0.180,0.679,24900,13446,143665,70986,27976,29844,14859,14859,17387,84,364,11,42,0.019
459,22.716,48.319,20.7,36297,125944,125944,36258,14242,35962,230,43,38.05,15.33,20.25,269.4,walk_forward,47.054,0.161,0.174,0.515,24900,13466,143337,70866,27849,29792,14830,14830,17387,84,364,11,42,0.012
460,22.764,50.036,20.0,36298,126055,126055,36259,14238,35963,230,43,38.23,15.33,20.32,269.4,walk_forward,45.711,0.162,0.213,0.526,24734,13329,142933,70603,27827,29672,14831,14831,17387,84,364,11,42,0.011
461,22.814,48.599,20.6,36323,126209,126209,36284,14262,35988,230,43,38.42,15.33,20.39,269.4,walk_forward,47.181,0.187,0.166,0.596,24734,13345,142642,70498,27690,29598,14856,14856,17387,84,364,11,42,0.022
462,22.863,46.151,21.7,36320,126225,126225,36281,14260,35985,230,43,38.62,15.33,20.46,269.4,walk_forward,44.636,0.164,0.179,0.688,24734,13363,142360,70386,27583,29538,14853,14853,17387,84,364,11,42,0.016
463,22.909,48.463,20.6,36306,126154,126154,36267,14250,35971,230,43,38.82,15.33,20.54,269.4,walk_forward,47.059,0.164,0.160,0.621,24734,13382,142048,70283,27455,29469,14841,14841,17387,82,364,11,41,0.016
464,22.957,47.604,21.0,36287,126059,126059,36248,14231,35952,230,43,39.00,15.33,20.61,269.4,walk_forward,45.609,0.170,0.320,1.023,24568,13240,141679,70166,27299,29392,14822,14822,17387,82,364,11,41,0.012
465,23.005,49.107,20.4,36266,126033,126033,36227,14207,35927,234,43,39.20,15.33,20.68,269.4,walk_forward,44.846,0.165,0.168,0.475,24420,13116,141300,69904,27273,29326,14797,14797,17387,82,364,11,41,0.013
466,23.054,46.304,21.6,36225,125830,125830,36186,14177,35890,230,43,39.39,15.33,20.75,269.4,walk_forward,44.778,0.172,0.190,0.601,24420,13140,140911,69735,27144,29270,14762,14762,17387,80,364,11,40,0.012
467,23.100,50.130,19.9,36203,125720,125720,36164,14157,35870,228,43,39.58,15.33,20.82,269.4,walk_forward,48.529,0.175,0.186,0.708,24255,12998,140558,69615,27010,29191,14742,14742,17387,80,364,11,40,0.018
468,23.150,48.827,20.5,36175,125561,125561,36136,14120,35840,230,43,39.77,15.33,20.89,269.4,walk_forward,47.430,0.169,0.180,0.576,24255,13022,140174,69493,26842,29127,14712,14712,17387,80,364,11,40,0.015
469,23.199,44.733,22.4,36178,125595,125595,36139,14124,35843,230,43,39.97,15.33,20.97,269.4,walk_forward,43.407,0.159,0.172,0.618,24255,13040,139909,69381,26750,29063,14715,14715,17387,80,364,11,40,0.009
470,23.244,49.134,20.4,36161,125590,125590,36122,14103,35826,230,43,40.17,15.33,21.04,269.4,walk_forward,44.568,0.299,0.380,0.708,24255,13063,139527,69109,26729,28991,14698,14698,17387,80,364,11,40,0.010
471,23.293,56.097,17.8,36150,125560,125560,36111,14095,35817,228,43,40.34,15.33,21.11,269.4,walk_forward,54.701,0.168,0.167,0.524,24090,12920,139201,68996,26604,28912,14689,14689,17387,80,364,11,40,0.013
472,23.349,44.807,22.3,36159,125638,125638,36120,14110,35826,228,43,40.54,15.33,21.18,269.4,walk_forward,43.396,0.184,0.201,0.499,24090,12949,138753,68845,26426,28784,14698,14698,17387,80,364,11,40,0.016
473,23.394,49.048,20.4,36127,125504,125504,36088,14090,35801,221,43,40.77,15.33,21.27,269.4,walk_forward,47.475,0.160,0.179,0.562,24090,12971,138413,68702,26306,28732,14673,14673,17387,80,364,11,40,0.022
474,23.443,72.357,13.8,36107,125419,125419,36068,14073,35784,218,43,40.94,15.33,21.33,269.4,walk_forward,70.966,0.152,0.157,0.531,24090,12993,138070,68560,26179,28675,14656,14656,17387,80,364,11,40,0.008
475,23.516,45.427,22.0,36077,125350,125350,36038,14043,35751,218,43,41.14,15.33,21.41,269.4,walk_forward,40.824,0.148,0.167,0.706,23944,12871,137706,68319,26156,28608,14623,14623,17387,80,364,11,40,0.007
