frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase,msTerrain,msObjects,msHUD,msSwap,colTested,colCulledDist,blkTested,blkAir,blkOccluded,blkFrustum,blkDrawn,dcBlocks,dcTrees,dcTorches,dcRuins,nTrees,nTorch,msTopScan
492,24.318,51.628,19.4,35786,124265,124265,35747,13795,35499,179,43,43.08,15.33,22.14,269.4,fly_high,50.352,0.129,0.172,0.607,23309,12492,133856,66424,25171,27884,14377,14377,17387,74,364,11,37,0.012
493,24.369,44.340,22.6,35786,124265,124265,35747,13795,35499,179,43,43.08,15.33,22.14,269.4,fly_high,42.836,0.134,0.179,0.748,23309,12492,133856,66424,25171,27884,14377,14377,17387,74,364,11,37,0.011
494,24.414,59.940,16.7,35786,124346,124346,35747,13795,35499,179,43,43.08,15.33,22.14,269.4,fly_high,53.869,0.148,0.176,0.530,23309,12492,133856,66294,25303,27882,14377,14377,17387,74,364,11,37,0.013
495,24.473,49.152,20.3,35790,124354,124354,35751,13795,35499,183,43,43.08,15.33,22.14,269.4,fly_high,47.053,0.133,0.272,1.307,23309,12492,133856,66294,25303,27882,14377,14377,17387,74,364,11,37,0.017
496,24.523,47.921,20.9,35790,124354,124354,35751,13795,35499,183,43,43.08,15.33,22.14,269.4,fly_high,46.663,0.130,0.164,0.537,23309,12492,133856,66294,25303,27882,14377,14377,17387,74,364,11,37,0.019
497,24.571,44.974,22.2,35790,124354,124354,35751,13795,35499,183,43,43.08,15.33,22.14,269.4,fly_high,43.702,0.134,0.175,0.530,23309,12492,133856,66294,25303,27882,14377,14377,17387,74,364,11,37,0.013
498,24.616,49.530,20.2,35788,124416,124416,35749,13793,35497,183,43,43.08,15.33,22.14,269.4,fly_high,45.415,0.132,0.173,0.520,23309,12492,133856,66164,25437,27880,14375,14375,17387,74,364,11,37,0.019
499,24.665,46.024,21.7,35788,124416,124416,35749,13793,35497,183,43,43.08,15.33,22.14,269.4,fly_high,44.745,0.134,0.168,0.527,23309,12492,133856,66164,25437,27880,14375,14375,17387,74,364,11,37,0.014
500,24.711,46.558,21.5,35784,124408,124408,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,45.215,0.131,0.171,0.520,23309,12492,133856,66164,25437,27880,14375,14375,17387,74,364,11,37,0.011
501,24.758,48.164,20.8,35784,124408,124408,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,46.847,0.133,0.215,0.490,23309,12492,133856,66164,25437,27880,14375,14375,17387,74,364,11,37,0.010
502,24.806,49.125,20.4,35784,124408,124408,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,47.921,0.134,0.169,0.508,23309,12492,133856,66164,25437,27880,14375,14375,17387,74,364,11,37,0.014
503,24.855,51.550,19.4,35784,124474,124474,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,46.093,0.212,0.173,0.529,23309,12492,133856,66033,25570,27878,14375,14375,17387,74,364,11,37,0.009
504,24.907,47.256,21.2,35784,124474,124474,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,45.455,0.240,0.281,0.810,23309,12492,133856,66033,25570,27878,14375,14375,17387,74,364,11,37,0.011
505,24.954,49.317,20.3,35784,124474,124474,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,48.054,0.160,0.172,0.516,23309,12492,133856,66033,25570,27878,14375,14375,17387,74,364,11,37,0.013
506,25.003,45.105,22.2,35784,124474,124474,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,43.820,0.136,0.167,0.525,23309,12492,133856,66033,25570,27878,14375,14375,17387,74,364,11,37,0.017
507,25.048,46.968,21.3,35784,124474,124474,35745,13793,35497,179,43,43.08,15.33,22.14,269.4,fly_high,45.653,0.137,0.184,0.531,23309,12492,133856,66033,25570,27878,14375,14375,17387,74,364,11,37,0.009
508,25.095,49.664,20.1,35782,124527,124527,35743,13791,35495,179,43,43.08,15.33,22.14,269.4,fly_high,44.722,0.129,0.178,0.538,23309,12492,133856,65901,25706,27876,14373,14373,17387,74,364,11,37,0.011
509,25.145,46.245,21.6,35782,124527,124527,35743,13791,35495,179,43,43.08,15.33,22.14,269.4,fly_high,44.009,0.175,0.176,1.471,23309,12492,133856,65901,25706,27876,14373,14373,17387,74,364,11,37,0.010
510,25.191,46.062,21.7,35786,124535,124535,35747,13791,35495,183,43,43.08,15.33,22.14,269.4,fly_high,44.574,0.139,0.178,0.559,23309,12492,133856,65901,25706,27876,14373,14373,17387,74,364,11,37,0.013
511,25.237,64.741,15.4,35790,124543,124543,35751,13791,35495,187,43,43.08,15.33,22.14,269.4,fly_high,63.484,0.131,0.151,0.551,23309,12492,133856,65901,25706,27876,14373,14373,17387,74,364,11,37,0.012
512,25.302,57.814,17.3,35790,124603,124603,35751,13791,35495,187,43,43.08,15.33,22.14,269.4,fly_high,53.287,0.136,0.189,0.547,23309,12492,133856,65768,25841,27874,14373,14373,17387,74,364,11,37,0.016
513,25.360,54.215,18.4,35790,124603,124603,35751,13791,35495,187,43,43.08,15.33,22.14,269.4,fly_high,52.799,0.267,0.164,0.547,23309,12492,133856,65768,25841,27874,14373,14373,17387,74,364,11,37,0.011
514,25.414,46.319,21.6,35790,124603,124603,35751,13791,35495,187,43,43.08,15.33,22.14,269.4,fly_high,44.753,0.150,0.186,0.689,23309,12492,133856,65768,25841,27874,14373,14373,17387,74,364,11,37,0.007
515,25.461,47.722,21.0,35786,124595,124595,35747,13791,35495,183,43,43.08,15.33,22.14,269.4,fly_high,46.235,0.144,0.178,0.580,23309,12492,133856,65768,25841,27874,14373,14373,17387,74,364,11,37,0.008
516,25.508,47.556,21.0,35788,124650,124650,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,43.123,0.137,0.185,0.651,23309,12492,133856,65635,25978,27872,14371,14371,17387,74,364,11,37,0.014
517,25.556,43.861,22.8,35788,124650,124650,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,42.446,0.149,0.163,0.620,23309,12492,133856,65635,25978,27872,14371,14371,17387,74,364,11,37,0.013
518,25.600,47.076,21.2,35788,124650,124650,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,45.622,0.139,0.177,0.649,23309,12492,133856,65635,25978,27872,14371,14371,17387,74,364,11,37,0.016
519,25.647,49.175,20.3,35788,124650,124650,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,47.560,0.134,0.193,0.648,23309,12492,133856,65635,25978,27872,14371,14371,17387,74,364,11,37,0.011
520,25.696,45.403,22.0,35788,124650,124650,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,43.945,0.166,0.192,0.611,23309,12492,133856,65635,25978,27872,14371,14371,17387,74,364,11,37,0.006
521,25.741,46.915,21.3,35788,124704,124704,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,42.715,0.139,0.160,0.657,23309,12492,133856,65500,26115,27870,14371,14371,17387,74,364,11,37,0.013
522,25.788,45.321,22.1,35788,124704,124704,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,43.865,0.139,0.172,0.692,23309,12492,133856,65500,26115,27870,14371,14371,17387,74,364,11,37,0.014
523,25.834,54.119,18.5,35788,124704,124704,35749,13789,35493,187,43,43.08,15.33,22.14,269.4,fly_high,52.770,0.134,0.169,0.576,23309,12492,133856,65500,26115,27870,14371,14371,17387,74,364,11,37,0.016
524,25.888,45.125,22.2,35792,124712,124712,35753,13789,35493,191,43,43.08,15.33,22.14,269.4,fly_high,43.878,0.136,0.186,0.592,23309,12492,133856,65500,26115,27870,14371,14371,17387,74,364,11,37,0.012
525,25.933,45.108,22.2,35792,124712,124712,35753,13789,35493,191,43,43.08,15.33,22.14,269.4,fly_high,43.913,0.134,0.169,0.540,23309,12492,133856,65500,26115,27870,14371,14371,17387,74,364,11,37,0.012
526,25.978,46.382,21.6,35787,124720,124720,35748,13784,35488,191,43,43.08,15.33,22.14,269.4,fly_high,42.349,0.135,0.160,0.546,23309,12492,133856,65366,26254,27870,14366,14366,17387,74,364,11,37,0.014
527,26.025,43.289,23.1,35787,124720,124720,35748,13784,35488,191,43,43.08,15.33,22.14,269.4,fly_high,41.768,0.136,0.178,0.627,23309,12492,133856,65366,26254,27870,14366,14366,17387,74,364,11,37,0.015
528,26.068,45.442,22.0,35787,124720,124720,35748,13784,35488,191,43,43.08,15.33,22.14,269.4,fly_high,43.848,0.142,0.185,0.622,23309,12492,133856,65366,26254,27870,14366,14366,17387,74,364,11,37,0.015
529,26.113,47.027,21.3,35787,124720,124720,35748,13784,35488,191,43,43.08,15.33,22.14,269.4,fly_high,45.587,0.146,0.175,0.605,23309,12492,133856,65366,26254,27870,14366,14366,17387,74,364,11,37,0.013
530,26.160,45.371,22.0,35787,124720,124720,35748,13784,35488,191,43,43.08,15.33,22.14,269.4,fly_high,43.902,0.137,0.172,0.691,23309,12492,133856,65366,26254,27870,14366,14366,17387,74,364,11,37,0.021
531,26.206,53.952,18.5,35784,124714,124714,35745,13781,35485,191,43,43.08,15.33,22.14,269.4,fly_high,49.679,0.212,0.175,0.622,23309,12492,133856,65231,26391,27871,14363,14363,17387,74,364,11,37,0.013
532,26.260,43.852,22.8,35784,124714,124714,35745,13781,35485,191,43,43.08,15.33,22.14,269.4,fly_high,42.646,0.128,0.160,0.575,23309,12492,133856,65231,26391,27871,14363,14363,17387,74,364,11,37,0.016
533,26.304,44.346,22.5,35784,124714,124714,35745,13781,35485,191,43,43.08,15.33,22.14,269.4,fly_high,42.879,0.137,0.189,0.673,23309,12492,133856,65231,26391,27871,14363,14363,17387,74,364,11,37,0.011
534,26.348,46.759,21.4,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,45.177,0.141,0.184,0.683,23309,12492,133856,65231,26391,27871,14363,14363,17387,74,364,11,37,0.010
535,26.395,49.091,20.4,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,47.220,0.271,0.270,0.891,23309,12492,133856,65231,26391,27871,14363,14363,17387,74,364,11,37,0.011
536,26.444,63.578,15.7,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,59.232,0.228,0.156,0.541,23309,12492,133856,65097,26530,27866,14363,14363,17387,74,364,11,37,0.023
537,26.507,46.169,21.7,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,44.809,0.128,0.159,0.645,23309,12492,133856,65097,26530,27866,14363,14363,17387,74,364,11,37,0.012
538,26.554,42.583,23.5,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,41.198,0.143,0.187,0.684,23309,12492,133856,65097,26530,27866,14363,14363,17387,74,364,11,37,0.015
539,26.596,45.413,22.0,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,43.844,0.244,0.286,0.681,23309,12492,133856,65097,26530,27866,14363,14363,17387,74,364,11,37,0.014
540,26.642,51.114,19.6,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,49.688,0.133,0.166,0.671,23309,12492,133856,65097,26530,27866,14363,14363,17387,74,364,11,37,0.013
541,26.693,74.029,13.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,69.413,0.219,0.154,0.513,23309,12492,133856,64963,26669,27861,14363,14363,17387,74,364,11,37,0.019
542,26.767,40.573,24.6,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,39.284,0.124,0.157,0.555,23309,12492,133856,64963,26669,27861,14363,14363,17387,74,364,11,37,0.010
543,26.807,46.081,21.7,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,44.177,0.122,0.168,1.118,23309,12492,133856,64963,26669,27861,14363,14363,17387,74,364,11,37,0.016
544,26.854,47.694,21.0,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,46.159,0.225,0.258,0.632,23309,12492,133856,64963,26669,27861,14363,14363,17387,74,364,11,37,0.015
545,26.901,46.566,21.5,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,41.828,0.123,0.160,0.610,23309,12492,133856,64830,26807,27856,14363,14363,17387,74,364,11,37,0.011
546,26.948,43.757,22.9,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,42.443,0.127,0.154,0.541,23309,12492,133856,64830,26807,27856,14363,14363,17387,74,364,11,37,0.011
547,26.992,47.425,21.1,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,46.104,0.123,0.170,0.522,23309,12492,133856,64830,26807,27856,14363,14363,17387,74,364,11,37,0.006
548,27.039,45.383,22.0,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,44.039,0.126,0.171,0.536,23309,12492,133856,64830,26807,27856,14363,14363,17387,74,364,11,37,0.012
549,27.084,44.127,22.7,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,42.970,0.125,0.163,0.552,23309,12492,133856,64830,26807,27856,14363,14363,17387,74,364,11,37,0.005
550,27.129,48.249,20.7,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,44.084,0.126,0.192,0.533,23309,12492,133856,64698,26944,27851,14363,14363,17387,74,364,11,37,0.010
551,27.177,44.793,22.3,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,43.385,0.124,0.159,0.670,23309,12492,133856,64698,26944,27851,14363,14363,17387,74,364,11,37,0.011
552,27.222,45.590,21.9,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,44.304,0.129,0.179,0.576,23309,12492,133856,64698,26944,27851,14363,14363,17387,74,364,11,37,0.012
553,27.267,44.372,22.5,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,43.051,0.128,0.179,0.579,23309,12492,133856,64698,26944,27851,14363,14363,17387,74,364,11,37,0.010
554,27.312,47.985,20.8,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,46.670,0.156,0.159,0.551,23309,12492,133856,64698,26944,27851,14363,14363,17387,74,364,11,37,0.015
555,27.360,48.408,20.7,35768,124682,124682,35729,13781,35485,175,43,43.08,15.33,22.14,269.4,fly_high,43.913,0.124,0.176,0.597,23309,12492,133856,64566,27080,27847,14363,14363,17387,74,364,11,37,0.013
556,27.408,45.870,21.8,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,44.382,0.130,0.175,0.664,23309,12492,133856,64566,27080,27847,14363,14363,17387,74,364,11,37,0.008
557,27.454,51.309,19.5,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,49.990,0.140,0.161,0.574,23309,12492,133856,64566,27080,27847,14363,14363,17387,74,364,11,37,0.012
558,27.505,46.907,21.3,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,45.645,0.156,0.163,0.526,23309,12492,133856,64566,27080,27847,14363,14363,17387,74,364,11,37,0.011
559,27.552,43.909,22.8,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,42.521,0.126,0.180,0.625,23309,12492,133856,64566,27080,27847,14363,14363,17387,74,364,11,37,0.008
560,27.596,48.853,20.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,44.802,0.133,0.187,0.580,23309,12492,133856,64435,27215,27843,14363,14363,17387,74,364,11,37,0.017
561,27.645,47.402,21.1,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,46.233,0.133,0.163,0.564,23309,12492,133856,64435,27215,27843,14363,14363,17387,74,364,11,37,0.013
562,27.692,44.650,22.4,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,43.113,0.151,0.188,0.669,23309,12492,133856,64435,27215,27843,14363,14363,17387,74,364,11,37,0.007
563,27.737,45.645,21.9,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,44.229,0.134,0.165,0.640,23309,12492,133856,64435,27215,27843,14363,14363,17387,74,364,11,37,0.012
564,27.783,99.663,10.0,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,97.617,0.205,0.209,0.887,23309,12492,133856,64435,27215,27843,14363,14363,17387,74,364,11,37,0.024
565,27.882,58.768,17.0,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,52.946,0.134,0.166,0.584,23309,12492,133856,64305,27350,27838,14363,14363,17387,74,364,11,37,0.006
566,27.941,50.808,19.7,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,49.054,0.270,0.315,0.654,23309,12492,133856,64305,27350,27838,14363,14363,17387,74,364,11,37,0.012
567,27.992,45.413,22.0,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,44.119,0.133,0.159,0.618,23309,12492,133856,64305,27350,27838,14363,14363,17387,74,364,11,37,0.017
568,28.037,44.994,22.2,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,43.561,0.144,0.191,0.678,23309,12492,133856,64305,27350,27838,14363,14363,17387,74,364,11,37,0.015
569,28.082,45.911,21.8,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,41.851,0.126,0.154,0.568,23309,12492,133856,64176,27484,27833,14363,14363,17387,74,364,11,37,0.012
570,28.128,42.486,23.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,41.195,0.129,0.162,0.679,23309,12492,133856,64176,27484,27833,14363,14363,17387,74,364,11,37,0.021
571,28.171,47.277,21.2,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,44.969,0.131,0.180,1.513,23309,12492,133856,64176,27484,27833,14363,14363,17387,74,364,11,37,0.013
572,28.218,46.553,21.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,45.069,0.132,0.240,0.732,23309,12492,133856,64176,27484,27833,14363,14363,17387,74,364,11,37,0.012
573,28.265,45.534,22.0,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,44.029,0.133,0.182,0.672,23309,12492,133856,64176,27484,27833,14363,14363,17387,74,364,11,37,0.008
574,28.310,49.603,20.2,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,45.318,0.134,0.172,0.571,23309,12492,133856,64048,27617,27828,14363,14363,17387,74,364,11,37,0.012
575,28.360,44.532,22.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,43.305,0.131,0.173,0.583,23309,12492,133856,64048,27617,27828,14363,14363,17387,74,364,11,37,0.014
576,28.405,51.386,19.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,50.142,0.133,0.170,0.565,23309,12492,133856,64048,27617,27828,14363,14363,17387,74,364,11,37,0.011
577,28.456,43.049,23.2,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,41.816,0.123,0.156,0.631,23309,12492,133856,64048,27617,27828,14363,14363,17387,74,364,11,37,0.009
578,28.499,44.753,22.3,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,43.406,0.132,0.176,0.569,23309,12492,133856,64048,27617,27828,14363,14363,17387,74,364,11,37,0.009
579,28.544,48.209,20.7,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,44.137,0.130,0.173,0.529,23309,12492,133856,63919,27749,27825,14363,14363,17387,74,364,11,37,0.008
580,28.592,56.636,17.7,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,54.919,0.129,0.174,0.558,23309,12492,133856,63919,27749,27825,14363,14363,17387,74,364,11,37,0.018
581,28.649,45.117,22.2,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,fly_high,43.955,0.125,0.181,0.514,23309,12492,133856,63919,27749,27825,14363,14363,17387,74,364,11,37,0.010
582,28.694,42.384,23.6,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,41.209,0.131,0.172,0.569,23309,12492,133856,63919,27749,27825,14363,14363,17387,74,364,11,37,0.008
583,28.736,46.921,21.3,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,45.708,0.131,0.182,0.594,23309,12492,133856,63919,27749,27825,14363,14363,17387,74,364,11,37,0.015
584,28.783,45.960,21.8,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,41.652,0.124,0.153,0.557,23309,12492,133856,63789,27887,27817,14363,14363,17387,74,364,11,37,0.007
585,28.829,57.160,17.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,55.938,0.155,0.163,0.562,23309,12492,133856,63789,27887,27817,14363,14363,17387,74,364,11,37,0.020
586,28.886,43.181,23.2,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,41.813,0.124,0.155,0.589,23309,12492,133856,63789,27887,27817,14363,14363,17387,74,364,11,37,0.013
587,28.929,43.606,22.9,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,42.114,0.149,0.168,0.681,23309,12492,133856,63789,27887,27817,14363,14363,17387,74,364,11,37,0.009
588,28.973,46.705,21.4,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,45.330,0.131,0.161,0.610,23309,12492,133856,63789,27887,27817,14363,14363,17387,74,364,11,37,0.013
589,29.020,47.675,21.0,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,43.291,0.149,0.172,0.609,23309,12492,133856,63658,28022,27813,14363,14363,17387,74,364,11,37,0.012
590,29.067,42.359,23.6,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,40.981,0.124,0.165,0.614,23309,12492,133856,63658,28022,27813,14363,14363,17387,74,364,11,37,0.013
591,29.110,43.491,23.0,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,41.906,0.135,0.181,0.619,23309,12492,133856,63658,28022,27813,14363,14363,17387,74,364,11,37,0.014
592,29.153,45.609,21.9,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,44.178,0.137,0.179,0.599,23309,12492,133856,63658,28022,27813,14363,14363,17387,74,364,11,37,0.009
593,29.199,48.503,20.6,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,47.041,0.164,0.185,0.638,23309,12492,133856,63658,28022,27813,14363,14363,17387,74,364,11,37,0.019
594,29.248,55.718,17.9,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,51.013,0.134,0.180,0.614,23309,12492,133856,63526,28162,27805,14363,14363,17387,74,364,11,37,0.013
595,29.303,60.878,16.4,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,58.978,0.248,0.291,0.868,23309,12492,133856,63526,28162,27805,14363,14363,17387,74,364,11,37,0.024
596,29.364,47.218,21.2,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,45.803,0.137,0.166,0.659,23309,12492,133856,63526,28162,27805,14363,14363,17387,74,364,11,37,0.009
597,29.411,46.390,21.6,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,44.921,0.134,0.169,0.653,23309,12492,133856,63526,28162,27805,14363,14363,17387,74,364,11,37,0.016
598,29.458,48.429,20.6,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,43.119,0.225,0.177,0.564,23309,12492,133856,63393,28299,27801,14363,14363,17387,74,364,11,37,0.011
599,29.506,49.192,20.3,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,47.865,0.136,0.169,0.614,23309,12492,133856,63393,28299,27801,14363,14363,17387,74,364,11,37,0.011
600,29.555,46.348,21.6,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,44.952,0.136,0.186,0.656,23309,12492,133856,63393,28299,27801,14363,14363,17387,74,364,11,37,0.010
601,29.602,49.049,20.4,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,47.803,0.134,0.164,0.582,23309,12492,133856,63393,28299,27801,14363,14363,17387,74,364,11,37,0.013
602,29.651,46.221,21.6,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,44.890,0.138,0.164,0.583,23309,12492,133856,63393,28299,27801,14363,14363,17387,74,364,11,37,0.008
603,29.697,49.548,20.2,35780,124706,124706,35741,13781,35485,187,43,43.08,15.33,22.14,269.4,fly_high,44.748,0.140,0.186,0.649,23309,12492,133856,63259,28441,27793,14363,14363,17387,74,364,11,37,0.010
604,29.747,46.224,21.6,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,44.678,0.136,0.250,0.586,23309,12492,133856,63259,28441,27793,14363,14363,17387,74,364,11,37,0.011
605,29.793,51.601,19.4,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,50.074,0.133,0.188,0.648,23309,12492,133856,63259,28441,27793,14363,14363,17387,74,364,11,37,0.006
606,29.845,51.495,19.4,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,50.112,0.138,0.183,0.578,23309,12492,133856,63259,28441,27793,14363,14363,17387,74,364,11,37,0.010
607,29.896,46.957,21.3,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,45.475,0.190,0.220,0.580,23309,12492,133856,63259,28441,27793,14363,14363,17387,74,364,11,37,0.009
608,29.943,57.264,17.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,fly_high,52.846,0.145,0.172,0.550,23309,12492,133856,63124,28580,27789,14363,14363,17387,74,364,11,37,0.007
609,30.000,45.624,21.9,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,night,44.305,0.129,0.179,0.572,23309,12492,133856,63124,28580,27789,14363,14363,17387,74,364,11,37,0.017
610,30.046,43.299,23.1,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,night,41.861,0.124,0.171,0.567,23309,12492,133856,63124,28580,27789,14363,14363,17387,74,364,11,37,0.016
611,30.089,48.180,20.8,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,night,46.849,0.172,0.160,0.554,23309,12492,133856,63124,28580,27789,14363,14363,17387,74,364,11,37,0.018
612,30.138,43.395,23.0,35772,124690,124690,35733,13781,35485,179,43,43.08,15.33,22.14,269.4,night,42.122,0.156,0.174,0.541,23309,12492,133856,63124,28580,27789,14363,14363,17387,74,364,11,37,0.013
613,30.181,51.265,19.5,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,night,46.627,0.223,0.274,0.755,23309,12492,133856,62988,28723,27782,14363,14363,17387,74,364,11,37,0.017
614,30.232,43.202,23.1,35776,124698,124698,35737,13781,35485,183,43,43.08,15.33,22.14,269.4,night,41.964,0.132,0.157,0.552,23309,12492,133856,62988,28723,27782,14363,14363,17387,74,364,11,37,0.017
